filename,dataset_split,data_origin,expected_class,annotation_origin,box_count,audit_status,source_video,source_frame,timestamp_seconds,sha256
aug_0001_cup_v1_002_t002100.jpg,train,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,6cba402617c764e19bc513d04c572f1ee7ab006a0e134c74693ccccb7459533f
aug_0002_cup_v1_003_t002767.jpg,train,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,0aca5da1aa809986a9b3ce10e62164dfce4cd28d7b4ca6ae2fdbf44c1210c3c7
aug_0003_cup_v1_004_t004233.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,0e1d4dc14abaf65755ab32b9356c21c464db083044d96efab9c4e4c2ff9bcc50
aug_0004_cup_v1_006_t006233.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,8a94edbae952b628bb1577ddeab0f13d942b9704feca5481992034f5d9f97b36
aug_0005_cup_v1_007_t006633.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,f5118436fe2e67f33c612cea968b2b8c808f606a85799a12b705a9981138bddf
aug_0006_cup_v1_008_t008500.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,41c87c17caee6f51d2a3e6557a8c11c0cf40db5d87e564cf94f6537fd30a7ee7
aug_0007_cup_v1_009_t009033.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,0b75c1df7be8913499d378c2214b70ef867f6cada08e8e29abbf3387d12ad900
aug_0008_cup_v1_010_t009833.jpg,train,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,6750299c02566b933b68e02d98e13145b2ee3fb908968c68d25eeb464a2ccdee
aug_0009_cup_v1_011_t011167.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,e9c456816728fba9575b0fa56f8fc158bf545600a816499c39c51fb5e03e33e2
aug_0010_cup_v1_012_t011833.jpg,train,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,87e09139dd39f6b2a8ec4497bf5283248e7797199b33220cc5b9dee97b7b0cc7
aug_0011_cup_v1_013_t012767.jpg,train,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,a512088e0b113514a61438e2030bbd72525222b00c2750e87000aca5d75c054e
aug_0012_cup_v1_014_t014367.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,83acafa5cf8badb732f17a2fd4d7390fd93ced3ec23c694e65d86dac9f9ef5bb
aug_0013_cup_v1_015_t015300.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,4dca0a1b89316feeb8c62551f83797cc8f77c58a38004aee1ed6af3f6d974f19
aug_0014_cup_v1_016_t015700.jpg,excluded,synthetic_augmentation,cup,xanylabeling_human_review,1,human_checked,cup_v1,,,070f7bfa9ad0f29ea41a99c3476c1293926bfe0109ca931cac74f823bb68c8b7
