filename,split,boxes,audit_status
aug_0001_cup_v1_002_t002100.jpg,train,1,human_checked
aug_0002_cup_v1_003_t002767.jpg,train,1,human_checked
aug_0008_cup_v1_010_t009833.jpg,train,1,human_checked
aug_0010_cup_v1_012_t011833.jpg,train,1,human_checked
aug_0011_cup_v1_013_t012767.jpg,train,1,human_checked
aug_0015_cup_v1_017_t016900.jpg,train,2,human_checked
aug_0016_cup_v1_020_t020100.jpg,train,2,human_checked
aug_0017_cup_v1_024_t024233.jpg,train,2,human_checked
aug_0018_cup_v1_025_t025300.jpg,train,2,human_checked
aug_0019_cup_v1_026_t026367.jpg,train,2,human_checked
aug_0020_cup_v1_028_t027433.jpg,train,2,human_checked
aug_0021_cup_v1_030_t030233.jpg,train,2,human_checked
aug_0022_cup_v1_031_t030767.jpg,train,2,human_checked
aug_0023_cup_v1_032_t032233.jpg,train,2,human_checked
aug_0024_cup_v2_001_t000767.jpg,train,1,human_checked
aug_0025_cup_v2_002_t002767.jpg,train,2,human_checked
aug_0026_cup_v2_003_t003700.jpg,train,2,human_checked
aug_0027_cup_v2_006_t007833.jpg,train,2,human_checked
aug_0028_cup_v2_007_t008767.jpg,train,2,human_checked
aug_0029_cup_v2_008_t010367.jpg,train,2,human_checked
aug_0030_cup_v2_009_t011433.jpg,train,2,human_checked
aug_0031_cup_v2_010_t011833.jpg,train,2,human_checked
aug_0032_cup_v2_012_t015033.jpg,train,2,human_checked
aug_0033_cup_v2_013_t015967.jpg,train,2,human_checked
aug_0034_cup_v2_015_t018233.jpg,train,2,human_checked
aug_0035_cup_v2_016_t020100.jpg,train,2,human_checked
aug_0036_cup_v2_018_t021700.jpg,train,2,human_checked
aug_0038_cup_v2_021_t025567.jpg,train,1,human_checked
aug_0039_cup_v2_023_t027833.jpg,train,1,human_checked
aug_0040_cup_v2_027_t033033.jpg,train,1,human_checked
aug_0041_cup_v2_028_t034633.jpg,train,1,human_checked
aug_0042_cup_v2_029_t035700.jpg,train,2,human_checked
aug_0043_cup_v2_030_t037567.jpg,train,1,human_checked
aug_0044_cup_v2_031_t037967.jpg,train,1,human_checked
aug_0045_cup_v2_032_t039033.jpg,train,1,human_checked
aug_0163_mouse_v1_001_t000767.jpg,train,1,human_checked
aug_0164_mouse_v1_003_t004100.jpg,train,1,human_checked
aug_0165_mouse_v1_005_t005700.jpg,train,1,human_checked
aug_0166_mouse_v1_006_t007167.jpg,train,1,human_checked
aug_0167_mouse_v1_007_t007967.jpg,train,1,human_checked
aug_0168_mouse_v1_008_t009033.jpg,train,1,human_checked
aug_0169_mouse_v1_009_t010633.jpg,train,1,human_checked
aug_0170_mouse_v1_010_t011300.jpg,train,1,human_checked
aug_0174_mouse_v1_018_t020900.jpg,train,1,human_checked
aug_0175_mouse_v1_019_t023167.jpg,train,1,human_checked
aug_0176_mouse_v1_020_t023967.jpg,train,1,human_checked
aug_0177_mouse_v1_021_t025300.jpg,train,1,human_checked
aug_0178_mouse_v1_023_t027033.jpg,train,1,human_checked
aug_0180_mouse_v1_026_t030500.jpg,train,1,human_checked
aug_0184_mouse_v1_031_t037033.jpg,train,1,human_checked
aug_0186_mouse_v2_002_t001833.jpg,train,1,human_checked
aug_0187_mouse_v2_004_t002767.jpg,train,1,human_checked
aug_0188_mouse_v2_007_t005033.jpg,train,1,human_checked
aug_0189_mouse_v2_008_t006100.jpg,train,1,human_checked
aug_0190_mouse_v2_010_t007833.jpg,train,1,human_checked
aug_0191_mouse_v2_012_t008900.jpg,train,1,human_checked
aug_0192_mouse_v2_013_t009433.jpg,train,1,human_checked
aug_0193_mouse_v2_015_t011433.jpg,train,1,human_checked
aug_0194_mouse_v2_016_t012233.jpg,train,1,human_checked
aug_0195_mouse_v2_017_t012767.jpg,train,1,human_checked
aug_0196_mouse_v2_018_t013300.jpg,train,1,human_checked
aug_0197_mouse_v2_019_t013833.jpg,train,1,human_checked
aug_0198_mouse_v2_020_t014633.jpg,train,1,human_checked
aug_0199_mouse_v2_022_t016367.jpg,train,1,human_checked
aug_0200_mouse_v2_023_t016900.jpg,train,1,human_checked
aug_0201_mouse_v2_024_t017833.jpg,train,1,human_checked
aug_0202_mouse_v2_025_t018233.jpg,train,1,human_checked
aug_0203_mouse_v2_027_t019833.jpg,train,2,human_checked
aug_0204_mouse_v2_028_t020633.jpg,train,1,human_checked
aug_0205_mouse_v2_030_t022100.jpg,train,1,human_checked
aug_0206_mouse_v2_031_t023300.jpg,train,1,human_checked
aug_0207_mouse_v2_032_t023833.jpg,train,1,human_checked
aug_0348_cup_v1_002_t002100.jpg,train,1,human_checked
aug_0349_cup_v1_003_t002767.jpg,train,1,human_checked
aug_0358_cup_v1_013_t012767.jpg,train,1,human_checked
aug_0359_cup_v1_014_t014367.jpg,train,1,human_checked
aug_0360_cup_v1_015_t015300.jpg,train,1,human_checked
aug_0362_cup_v1_017_t016900.jpg,train,2,human_checked
aug_0363_cup_v1_020_t020100.jpg,train,2,human_checked
aug_0364_cup_v1_024_t024233.jpg,train,2,human_checked
aug_0365_cup_v1_025_t025300.jpg,train,2,human_checked
aug_0366_cup_v1_026_t026367.jpg,train,2,human_checked
aug_0367_cup_v1_028_t027433.jpg,train,2,human_checked
aug_0368_cup_v1_030_t030233.jpg,train,2,human_checked
aug_0369_cup_v1_031_t030767.jpg,train,2,human_checked
aug_0370_cup_v1_032_t032233.jpg,train,2,human_checked
aug_0371_cup_v2_001_t000767.jpg,train,1,human_checked
aug_0372_cup_v2_002_t002767.jpg,train,2,human_checked
aug_0373_cup_v2_003_t003700.jpg,train,2,human_checked
aug_0374_cup_v2_006_t007833.jpg,train,2,human_checked
aug_0375_cup_v2_007_t008767.jpg,train,2,human_checked
aug_0376_cup_v2_008_t010367.jpg,train,2,human_checked
aug_0377_cup_v2_009_t011433.jpg,train,2,human_checked
aug_0378_cup_v2_010_t011833.jpg,train,2,human_checked
aug_0379_cup_v2_012_t015033.jpg,train,2,human_checked
aug_0380_cup_v2_013_t015967.jpg,train,2,human_checked
aug_0381_cup_v2_015_t018233.jpg,train,2,human_checked
aug_0382_cup_v2_016_t020100.jpg,train,2,human_checked
aug_0383_cup_v2_018_t021700.jpg,train,2,human_checked
aug_0385_cup_v2_021_t025567.jpg,train,1,human_checked
aug_0386_cup_v2_023_t027833.jpg,train,1,human_checked
aug_0387_cup_v2_027_t033033.jpg,train,1,human_checked
aug_0388_cup_v2_028_t034633.jpg,train,1,human_checked
aug_0389_cup_v2_029_t035700.jpg,train,1,human_checked
aug_0390_cup_v2_030_t037567.jpg,train,1,human_checked
aug_0391_cup_v2_031_t037967.jpg,train,1,human_checked
aug_0392_cup_v2_032_t039033.jpg,train,1,human_checked
aug_0510_mouse_v1_001_t000767.jpg,train,1,human_checked
aug_0511_mouse_v1_003_t004100.jpg,train,1,human_checked
aug_0512_mouse_v1_005_t005700.jpg,train,1,human_checked
aug_0513_mouse_v1_006_t007167.jpg,train,1,human_checked
aug_0514_mouse_v1_007_t007967.jpg,train,1,human_checked
aug_0515_mouse_v1_008_t009033.jpg,train,1,human_checked
aug_0516_mouse_v1_009_t010633.jpg,train,1,human_checked
aug_0517_mouse_v1_010_t011300.jpg,train,1,human_checked
aug_0521_mouse_v1_018_t020900.jpg,train,1,human_checked
aug_0522_mouse_v1_019_t023167.jpg,train,1,human_checked
aug_0523_mouse_v1_020_t023967.jpg,train,1,human_checked
aug_0524_mouse_v1_021_t025300.jpg,train,1,human_checked
aug_0525_mouse_v1_023_t027033.jpg,train,1,human_checked
aug_0527_mouse_v1_026_t030500.jpg,train,1,human_checked
aug_0531_mouse_v1_031_t037033.jpg,train,1,human_checked
aug_0532_mouse_v1_032_t038367.jpg,train,1,human_checked
aug_0533_mouse_v2_002_t001833.jpg,train,1,human_checked
aug_0534_mouse_v2_004_t002767.jpg,train,1,human_checked
aug_0535_mouse_v2_007_t005033.jpg,train,1,human_checked
